Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
HOG0020628	27	145	3915	184	4.7	51	0.352	16	0.11	568	54	250	304	81	79	45	210	106	453	37	164	166	331	173	284	216	137	0	73	0	0	0	0	0	0	184	0
HOG0020629	30	144	4320	2	0.046	10	0.069	7	0.049	224	30	90	150	360	302	89	298	128	528	272	150	299	61	231	299	152	444	31	180	0	0	0	0	0	0	2	0
HOG0020630	29	467	13543	63	0.465	287	0.615	211	0.452	896	77	780	2218	230	828	212	484	1450	1433	230	331	580	564	1072	687	317	628	38	425	0	0	0	5	0	0	58	0
HOG0020631	28	450	12600	765	6.071	122	0.271	66	0.147	682	219	642	976	398	636	179	596	694	1391	241	584	375	500	639	1364	690	459	156	414	0	0	0	0	0	0	765	0
HOG0020633	30	203	6090	30	0.493	47	0.232	19	0.094	504	0	616	674	99	284	6	268	659	554	318	215	209	403	236	309	218	308	0	180	0	0	0	0	0	0	30	0
HOG0020636	28	746	20888	593	2.839	422	0.566	271	0.363	2324	172	905	2148	359	824	529	864	1618	2101	323	492	779	1425	1062	1412	1113	1331	108	406	0	0	0	5	0	0	588	0
HOG0020637	29	1091	31639	418	1.321	203	0.186	96	0.088	2555	490	1729	1784	1267	2850	768	2193	2102	2486	923	934	1579	887	1375	1657	1768	2402	318	1154	0	0	0	0	0	0	418	0
HOG0020638	29	547	15863	118	0.744	287	0.525	142	0.26	1527	232	593	1332	481	932	428	541	725	1977	373	406	845	1233	1060	1231	437	951	146	295	0	0	0	1	0	0	117	0
HOG0020639	28	505	14140	169	1.195	258	0.511	173	0.343	938	218	827	1488	269	655	190	921	827	1645	362	370	421	1072	772	956	590	855	192	403	0	0	0	0	0	0	169	0
HOG0020641	29	139	4031	70	1.737	98	0.705	86	0.619	287	370	191	134	128	143	79	200	183	349	109	158	251	152	156	352	315	262	22	120	0	0	0	0	0	0	70	0
HOG0020643	29	321	9309	118	1.268	245	0.763	210	0.654	482	375	409	295	262	410	377	442	352	1662	141	238	497	474	622	928	478	471	148	128	0	0	0	0	0	0	118	0
HOG0020644	30	262	7860	352	4.478	212	0.809	180	0.687	588	93	353	476	266	495	227	339	434	908	147	267	227	301	658	539	479	428	158	125	0	0	0	0	0	0	352	0
HOG0020645	29	405	11745	142	1.209	189	0.467	145	0.358	875	472	653	665	220	929	232	383	530	1636	108	318	633	492	797	831	320	1121	32	356	0	0	0	6	0	0	136	0
HOG0020646	28	304	8512	26	0.305	126	0.414	56	0.184	679	247	530	649	250	589	161	490	319	797	83	209	425	353	642	517	524	699	57	266	0	0	0	0	0	0	26	0
HOG0020647	27	404	10908	44	0.403	271	0.671	203	0.502	633	212	159	334	620	925	246	774	395	1610	293	303	325	180	440	1302	601	998	157	357	0	0	0	0	0	0	44	0
HOG0020649	29	286	8294	180	2.17	149	0.521	100	0.35	375	93	512	679	209	367	148	620	665	797	162	335	493	102	503	459	496	700	144	255	0	0	0	2	0	0	178	0
HOG0020650	29	525	15225	363	2.384	272	0.518	177	0.337	1135	331	375	668	611	571	331	1179	733	1394	367	584	786	629	678	1529	892	1301	218	550	0	0	0	0	0	0	363	0
HOG0020652	29	388	11252	243	2.16	241	0.621	147	0.379	622	303	591	1207	341	411	170	568	760	1372	308	389	518	585	527	754	549	532	147	355	0	0	0	0	0	0	243	0
HOG0020653	29	770	22330	252	1.129	392	0.509	279	0.362	1942	468	814	872	853	1659	548	359	554	4052	255	911	1458	909	1654	1916	909	1263	284	398	0	0	0	0	0	0	252	0
HOG0020657	30	302	9060	119	1.313	158	0.523	117	0.387	573	247	532	720	333	660	308	339	375	1027	88	171	551	374	517	538	364	784	196	244	0	0	0	0	0	0	119	0
HOG0020658	26	140	3640	66	1.813	49	0.35	25	0.179	241	340	52	131	125	239	17	144	141	377	126	209	209	204	110	328	258	198	44	81	0	0	0	0	0	0	66	0
HOG0020659	29	128	3712	38	1.024	84	0.656	60	0.469	181	39	173	132	186	288	79	174	329	378	84	179	245	49	485	117	94	203	125	134	0	0	0	0	0	0	38	0
HOG0020660	29	160	4640	122	2.629	49	0.306	10	0.062	270	58	318	454	150	264	117	324	289	362	116	207	381	75	171	204	207	288	116	147	0	0	0	0	0	0	122	0
HOG0020664	26	131	3406	30	0.881	46	0.351	24	0.183	412	23	126	215	131	263	28	137	207	304	161	106	251	219	111	305	108	217	0	52	0	0	0	0	0	0	30	0
HOG0020665	28	586	16408	491	2.992	402	0.686	330	0.563	1493	239	666	1011	473	1609	181	350	1230	1299	232	603	1418	650	614	1937	642	866	124	280	0	0	0	1	0	0	490	0
HOG0020667	29	450	13050	40	0.307	228	0.507	132	0.293	954	474	557	898	504	790	282	725	636	1328	374	529	827	462	675	982	473	971	150	419	0	0	0	5	0	0	35	0
HOG0020669	29	422	12238	110	0.899	155	0.367	82	0.194	1132	168	583	639	539	932	286	695	818	945	336	511	576	484	693	868	518	809	208	388	0	0	0	5	0	0	105	0
HOG0020672	29	726	21054	282	1.339	354	0.488	232	0.32	1547	222	993	2049	641	1193	469	670	1521	1726	511	676	1377	1028	1026	1999	1244	1335	145	400	0	0	0	0	0	0	282	0
HOG0020676	29	700	20300	1093	5.384	379	0.541	263	0.376	1095	331	1065	1247	849	984	677	501	1240	1962	503	500	1327	834	1245	1948	996	1007	176	720	0	0	0	0	0	0	1093	0
HOG0020677	28	164	4592	97	2.112	35	0.213	14	0.085	405	54	232	390	161	277	109	264	419	508	87	208	276	72	230	77	196	202	163	165	0	0	0	0	0	0	97	0
HOG0020678	29	527	15283	20	0.131	258	0.49	196	0.372	1549	314	520	770	254	1420	315	881	769	2027	300	511	638	893	580	1055	1039	1153	120	155	0	0	0	0	0	0	20	0
HOG0020679	29	179	5191	136	2.62	105	0.587	75	0.419	510	268	148	149	153	469	146	74	134	968	34	116	330	132	169	347	165	482	58	203	0	0	0	1	0	0	135	0
HOG0020682	28	108	3024	7	0.231	60	0.556	54	0.5	373	7	43	182	55	338	100	113	250	481	40	15	152	90	195	65	119	299	28	72	0	0	0	0	0	0	7	0
HOG0020683	29	184	5336	336	6.297	155	0.842	111	0.603	451	32	137	457	121	437	33	137	447	419	157	129	355	359	322	366	185	241	83	132	0	0	0	0	0	0	336	0
HOG0020687	29	210	6090	33	0.542	73	0.348	36	0.171	418	119	427	564	206	278	56	308	460	659	251	203	215	176	144	513	332	553	0	175	0	0	0	0	0	0	33	0
HOG0020691	29	452	13108	336	2.563	344	0.761	286	0.633	503	1251	470	747	238	1301	227	280	536	629	169	566	1175	683	846	985	748	651	575	192	0	0	0	0	0	0	336	0
HOG0020694	29	302	8758	172	1.964	100	0.331	56	0.185	603	316	514	663	263	524	168	236	237	854	223	251	611	282	919	1083	205	387	157	90	0	0	0	0	0	0	172	0
HOG0020696	29	115	3335	55	1.649	63	0.548	44	0.383	238	21	154	166	116	326	69	229	62	431	13	84	314	72	73	302	298	192	31	89	0	0	0	1	0	0	54	0
HOG0020698	29	1221	35409	1823	5.148	526	0.431	312	0.256	2649	115	1318	1730	869	1424	609	1517	1576	2928	744	1725	2582	1940	1742	3211	2993	2725	168	1021	0	0	0	0	0	0	1823	0
HOG0020701	27	238	6426	227	3.533	142	0.597	83	0.349	272	223	334	466	94	330	254	317	583	786	196	344	179	367	297	445	317	330	2	63	0	0	0	0	0	0	227	0
HOG0020705	29	505	14645	234	1.598	339	0.671	246	0.487	436	544	779	769	234	584	529	652	421	1198	149	550	959	937	1519	1829	635	858	269	560	0	0	0	0	0	0	234	0
HOG0020706	29	332	9628	274	2.846	177	0.533	116	0.349	412	1065	471	500	171	574	183	539	668	479	174	489	622	271	495	668	538	429	171	435	0	0	0	0	0	0	274	0
HOG0020707	30	273	8190	101	1.233	200	0.733	160	0.586	564	77	419	570	504	356	305	550	431	943	110	268	477	293	557	534	275	493	150	213	0	0	0	0	0	0	101	0
HOG0020709	29	419	12151	365	3.004	200	0.477	131	0.313	618	220	660	809	426	470	294	640	770	838	372	593	538	691	815	903	630	759	237	503	0	0	0	0	0	0	365	0
HOG0020710	29	362	10498	127	1.21	207	0.572	154	0.425	438	296	533	748	361	485	339	289	883	947	263	518	464	569	531	1400	603	367	159	178	0	0	0	1	0	0	126	0
HOG0020713	29	435	12615	201	1.593	234	0.538	177	0.407	512	207	663	1549	280	488	428	624	1097	1437	409	512	404	707	537	864	712	572	183	229	0	0	0	4	0	0	197	0
HOG0020714	29	276	8004	990	12.369	130	0.471	81	0.293	661	68	342	201	246	409	257	221	158	1066	177	254	565	307	439	502	443	273	188	237	0	0	0	2	0	0	988	0
HOG0020715	29	212	6148	242	3.936	44	0.208	21	0.099	339	137	380	591	184	385	132	386	451	505	113	139	115	356	307	315	383	320	85	283	0	0	0	0	0	0	242	0
HOG0020717	28	1732	48496	2033	4.192	1512	0.873	1357	0.783	2173	802	2487	3080	1560	2048	1392	1634	3562	3597	768	3349	3040	2266	2839	5826	2762	1809	229	1240	0	0	0	1	0	0	2032	0
HOG0020718	29	555	16095	172	1.069	379	0.683	296	0.533	1117	357	658	920	898	827	286	906	1097	1811	258	895	828	788	863	1263	841	846	151	313	0	0	0	0	0	0	172	0
HOG0020719	29	251	7279	181	2.487	112	0.446	42	0.167	597	180	210	399	213	595	147	559	623	293	57	136	535	256	345	679	561	282	87	344	0	0	0	0	0	0	181	0
HOG0020721	29	736	21344	413	1.935	275	0.374	157	0.213	1216	498	996	1524	926	919	449	1174	1218	2587	595	917	809	1280	1216	1320	1091	1203	313	680	0	0	0	1	0	0	412	0
HOG0020723	29	229	6641	436	6.565	215	0.939	179	0.782	216	295	154	251	263	356	148	454	393	581	168	261	342	231	356	525	568	355	65	223	0	0	0	0	0	0	436	0
HOG0020724	29	671	19459	144	0.74	221	0.329	129	0.192	837	521	895	1437	1202	973	582	878	1127	2258	491	761	788	402	877	1771	941	1130	640	804	0	0	0	0	0	0	144	0
HOG0020725	29	389	11281	371	3.289	197	0.506	134	0.344	535	48	385	1452	168	533	482	307	1587	724	365	485	386	495	1076	917	286	358	117	204	0	0	0	0	0	0	371	0
HOG0020726	29	405	11745	210	1.788	232	0.573	124	0.306	506	268	415	983	443	706	270	320	901	915	226	483	1033	589	539	1263	750	628	113	184	0	0	0	0	0	0	210	0
HOG0020727	30	430	12900	798	6.186	201	0.467	128	0.298	1081	239	717	1289	620	592	324	179	632	1205	269	376	525	586	753	603	340	662	151	959	0	0	0	0	0	0	798	0
HOG0020729	28	679	19012	467	2.456	490	0.722	370	0.545	1223	835	805	911	828	1341	191	1004	603	1727	235	1038	1107	888	715	1570	1264	1531	285	444	0	0	0	0	0	0	467	0
HOG0020733	28	163	4564	120	2.629	42	0.258	3	0.018	110	53	514	320	330	353	56	301	408	378	161	191	84	246	163	251	85	386	0	54	0	0	0	0	0	0	120	0
HOG0020734	30	142	4260	90	2.113	107	0.754	83	0.585	340	71	277	275	134	175	59	220	510	407	158	161	119	242	95	457	210	176	1	83	0	0	0	0	0	0	90	0
HOG0020735	30	273	8190	361	4.408	81	0.297	55	0.201	370	206	251	321	538	379	303	362	767	562	108	416	602	269	228	700	464	558	141	284	0	0	0	2	0	0	359	0
HOG0020736	27	124	3348	23	0.687	87	0.702	34	0.274	154	24	100	319	107	137	77	217	367	268	28	95	366	195	185	129	174	151	132	100	0	0	0	0	0	0	23	0
HOG0020739	29	366	10614	450	4.24	304	0.831	272	0.743	604	210	339	681	239	563	281	461	654	1012	218	650	471	410	283	1040	1242	550	90	166	0	0	0	0	0	0	450	0
HOG0020742	30	172	5160	159	3.081	139	0.808	90	0.523	620	121	292	232	445	239	13	377	251	607	70	78	198	85	134	494	221	252	33	239	0	0	0	0	0	0	159	0
HOG0020743	28	134	3752	13	0.346	101	0.754	56	0.418	399	179	82	134	239	247	79	175	89	530	165	42	201	10	188	368	210	214	112	76	0	0	0	0	0	0	13	0
HOG0020748	29	271	7859	166	2.112	170	0.627	109	0.402	639	225	380	687	307	609	431	110	419	776	64	255	542	214	447	619	265	450	57	197	0	0	0	2	0	0	164	0
HOG0020751	30	840	25200	623	2.472	649	0.773	529	0.63	979	609	1127	1296	1298	934	873	1305	1117	4306	404	1517	764	868	1172	2254	1199	1590	262	703	0	0	0	1	0	0	622	0
HOG0020753	29	396	11484	241	2.099	184	0.465	128	0.323	1167	290	415	1235	223	629	233	98	527	1189	359	246	744	647	1204	949	433	506	32	117	0	0	0	0	0	0	241	0
HOG0020754	29	692	20068	2042	10.175	480	0.694	349	0.504	1402	390	1102	1933	211	602	632	471	1885	1657	603	449	875	1261	2108	1015	446	349	198	437	0	0	0	0	0	0	2042	0
HOG0020756	29	346	10034	85	0.847	92	0.266	65	0.188	549	286	264	177	619	198	350	1208	511	1136	217	417	467	241	357	793	572	728	232	627	0	0	0	0	0	0	85	0
HOG0020758	29	348	10092	407	4.033	303	0.871	243	0.698	934	234	214	300	520	774	281	367	234	1241	229	211	815	306	480	890	424	766	142	323	0	0	0	0	0	0	407	0
HOG0020764	29	369	10701	213	1.99	273	0.74	213	0.577	655	283	451	693	576	444	231	576	510	1136	203	382	449	423	616	803	663	790	133	471	0	0	0	0	0	0	213	0
HOG0020765	29	341	9889	505	5.107	253	0.742	187	0.548	1143	40	464	1159	238	555	129	317	458	1014	185	161	541	643	833	556	240	380	152	176	0	0	0	1	0	0	504	0
HOG0020777	29	973	28217	883	3.129	560	0.576	395	0.406	1595	806	1451	2595	616	1140	653	1261	1635	3403	748	896	1074	1837	1762	2492	1053	1477	308	532	0	0	0	3	0	0	880	0
HOG0020779	29	1070	31030	500	1.611	625	0.584	472	0.441	1888	636	1316	2723	701	1384	490	1566	2447	2479	501	1663	1747	1483	1671	3534	2211	1459	271	360	0	0	0	0	0	0	500	0
HOG0020782	28	256	7168	364	5.078	205	0.801	153	0.598	290	109	226	1152	241	75	98	421	958	988	182	354	51	532	266	311	303	139	1	107	0	0	0	0	0	0	364	0
HOG0020783	29	265	7685	193	2.511	117	0.442	87	0.328	765	172	422	567	231	339	131	157	397	724	115	285	544	325	496	1098	211	242	56	215	0	0	0	5	0	0	188	0
HOG0020785	30	254	7620	188	2.467	151	0.594	113	0.445	768	277	461	240	153	734	324	86	133	889	82	79	403	221	561	645	403	576	121	276	0	0	0	1	0	0	187	0
HOG0020786	29	741	21489	367	1.708	439	0.592	347	0.468	1800	655	1189	1452	846	1624	618	773	613	2425	564	529	1124	738	1281	1346	967	1374	379	825	0	0	0	0	0	0	367	0
HOG0020787	28	174	4872	114	2.34	60	0.345	15	0.086	145	276	196	261	257	364	111	328	302	361	107	205	292	117	242	301	226	531	5	131	0	0	0	1	0	0	113	0
HOG0020788	29	582	16878	3100	18.367	353	0.607	262	0.45	820	541	480	1050	361	910	418	511	485	1608	240	246	952	836	804	886	898	867	324	541	0	0	0	0	0	0	3100	0
HOG0020789	29	264	7656	73	0.954	128	0.485	94	0.356	709	118	390	534	270	620	122	59	357	928	188	100	500	605	541	633	313	436	30	130	0	0	0	1	0	0	72	0
HOG0020792	29	211	6119	45	0.735	77	0.365	42	0.199	369	29	558	623	1	287	27	221	662	53	222	380	373	286	191	936	377	362	87	30	0	0	0	0	0	0	45	0
HOG0020793	30	142	4260	65	1.526	99	0.697	80	0.563	310	14	80	122	230	259	126	255	159	574	241	94	152	141	93	352	185	525	95	188	0	0	0	0	0	0	65	0
HOG0020796	28	1056	29568	576	1.948	519	0.491	337	0.319	1908	434	1338	2167	899	1789	733	1171	1022	2894	574	793	2147	1289	1854	2504	2019	2532	381	544	0	0	0	3	0	0	573	0
HOG0020797	24	101	2424	0	0.0	25	0.248	14	0.139	235	28	93	203	49	52	69	92	216	214	109	90	48	139	160	220	85	179	24	119	0	0	0	0	0	0	0	0
HOG0020799	29	302	8758	572	6.531	200	0.662	149	0.493	564	87	278	905	220	239	422	163	856	925	141	160	508	594	724	693	433	186	20	68	0	0	0	1	0	0	571	0
HOG0020803	28	255	7140	116	1.625	30	0.118	1	0.004	680	85	594	786	142	283	84	365	499	747	275	268	142	238	385	419	293	357	58	324	0	0	0	1	0	0	115	0
HOG0020805	29	275	7975	388	4.865	219	0.796	183	0.665	591	112	230	360	209	309	102	263	486	666	226	337	425	424	961	973	365	361	105	82	0	0	0	0	0	0	388	0
HOG0020807	30	305	9150	236	2.579	141	0.462	77	0.252	687	58	222	1070	294	518	164	347	888	821	228	296	489	635	623	470	492	346	61	205	0	0	0	0	0	0	236	0
HOG0020808	30	270	8100	523	6.457	171	0.633	143	0.53	438	374	202	440	392	419	293	196	179	1229	172	227	300	357	481	427	255	682	271	243	0	0	0	1	0	0	522	0
HOG0020809	28	137	3836	56	1.46	33	0.241	9	0.066	81	82	139	224	56	608	53	232	301	245	163	162	176	254	361	164	130	209	56	84	0	0	0	0	0	0	56	0
HOG0020811	29	737	21373	658	3.079	237	0.322	133	0.18	1230	68	1176	2469	778	1232	517	727	1835	1686	412	649	899	1103	2113	1642	556	658	296	669	0	0	0	0	0	0	658	0
HOG0020816	29	219	6351	328	5.165	189	0.863	123	0.562	372	149	253	337	209	394	86	351	612	792	96	368	258	82	140	452	374	524	66	108	0	0	0	0	0	0	328	0
HOG0020817	30	1105	33150	1418	4.278	597	0.54	395	0.357	1469	368	1682	3676	1064	2076	796	1347	2284	1985	932	1382	2864	986	1833	1726	2077	1500	649	1036	0	0	0	0	0	0	1418	0
HOG0020818	29	532	15428	668	4.33	112	0.211	70	0.132	711	200	753	1091	765	675	486	880	1256	1511	244	805	858	719	721	646	791	855	127	666	0	0	0	0	0	0	668	0
HOG0020820	28	157	4396	61	1.388	109	0.694	63	0.401	495	413	75	222	149	230	248	167	155	406	43	103	143	113	208	277	290	550	28	20	0	0	0	0	0	0	61	0
HOG0020821	28	277	7756	80	1.031	125	0.451	89	0.321	396	159	318	457	167	544	137	404	581	804	283	370	387	384	424	529	478	597	140	117	0	0	0	11	0	0	69	0
HOG0020823	30	186	5580	150	2.688	146	0.785	115	0.618	863	57	235	551	203	424	73	135	166	698	120	170	227	453	430	230	123	213	8	51	0	0	0	0	0	0	150	0
HOG0020825	28	385	10780	554	5.139	258	0.67	198	0.514	938	258	399	499	464	814	195	318	470	1697	205	254	652	328	535	677	538	536	143	306	0	0	0	0	0	0	554	0
HOG0020827	29	453	13137	736	5.602	349	0.77	276	0.609	1226	344	412	790	386	967	406	437	689	1084	250	187	698	640	866	994	588	884	263	290	0	0	0	0	0	0	736	0
HOG0020828	29	191	5539	175	3.159	169	0.885	151	0.791	336	159	124	314	204	190	136	316	395	375	123	389	331	213	239	346	348	390	118	318	0	0	0	0	0	0	175	0
HOG0020832	29	295	8555	168	1.964	143	0.485	52	0.176	516	347	453	516	224	393	367	178	572	881	105	258	385	385	447	976	681	433	83	187	0	0	0	0	0	0	168	0
HOG0020837	30	385	11550	570	4.935	245	0.636	193	0.501	690	205	555	707	813	630	254	1020	304	1412	395	559	215	415	326	534	625	863	144	314	0	0	0	0	0	0	570	0
HOG0020838	27	205	5535	428	7.733	155	0.756	117	0.571	286	102	248	385	238	316	141	317	320	415	86	191	285	255	226	490	279	234	97	196	0	0	0	0	0	0	428	0
HOG0020839	30	371	11130	872	7.835	296	0.798	218	0.588	1096	74	359	1386	175	476	124	300	1109	1233	259	344	396	707	741	728	303	331	38	79	0	0	0	0	0	0	872	0
HOG0020842	31	449	13919	34	0.244	94	0.209	49	0.109	615	156	836	1150	775	745	333	1033	1040	1546	258	473	693	534	767	814	758	713	128	518	0	0	0	2	0	0	32	0
HOG0020844	28	477	13356	833	6.237	398	0.834	343	0.719	700	250	454	1008	428	750	209	463	815	1242	258	432	954	655	742	1335	657	645	237	289	0	0	0	0	0	0	833	0
HOG0020852	28	253	7084	147	2.075	156	0.617	102	0.403	425	25	339	354	307	392	142	320	481	838	168	201	366	316	530	697	289	376	28	343	0	0	0	2	0	0	145	0
HOG0020856	29	558	16182	363	2.243	307	0.55	238	0.427	1331	318	821	1294	251	1174	628	432	775	1374	488	322	1069	677	1374	1509	624	624	273	461	0	0	0	1	0	0	362	0
HOG0020858	29	195	5655	59	1.043	115	0.59	79	0.405	724	251	280	524	12	245	64	245	305	682	96	162	338	381	296	445	195	207	57	87	0	0	0	0	0	0	59	0
HOG0020863	29	329	9541	503	5.272	233	0.708	174	0.529	578	300	379	847	382	542	222	400	775	873	142	308	343	222	717	702	342	440	158	366	0	0	0	0	0	0	503	0
HOG0020864	30	276	8280	334	4.034	151	0.547	68	0.246	720	183	75	451	622	703	236	310	224	1019	198	264	242	176	420	646	316	567	259	315	0	0	0	0	0	0	334	0
HOG0020868	30	495	14850	1048	7.057	252	0.509	89	0.18	1223	439	641	1078	594	730	471	602	743	1549	192	281	624	864	880	938	696	668	180	409	0	0	0	0	0	0	1048	0
HOG0020871	28	1034	28952	265	0.915	469	0.454	318	0.308	2108	494	1397	2202	789	2151	722	762	936	2919	483	455	2271	1422	2045	2324	1546	2609	490	562	0	0	0	0	0	0	265	0
HOG0020873	29	218	6322	109	1.724	72	0.33	47	0.216	797	176	322	252	329	368	157	297	238	569	96	332	277	175	223	644	308	446	58	149	0	0	0	0	0	0	109	0
HOG0020874	28	448	12544	215	1.714	274	0.612	189	0.422	1000	223	678	1602	130	826	239	378	581	1230	162	222	605	701	1208	967	509	687	225	156	0	0	0	9	0	0	206	0
HOG0020875	29	310	8990	127	1.413	86	0.277	58	0.187	734	229	309	257	434	306	81	597	343	1108	405	366	382	182	466	592	521	984	173	394	0	0	0	0	0	0	127	0
HOG0020876	30	698	20940	910	4.346	246	0.352	111	0.159	1805	491	801	1078	559	2009	403	286	903	1637	437	580	2238	803	1182	2652	667	982	171	346	0	0	0	1	0	0	909	0
HOG0020878	29	422	12238	91	0.744	166	0.393	112	0.265	649	435	884	1218	251	547	252	295	574	1150	169	736	759	597	621	1009	637	491	403	470	0	0	0	1	0	0	90	0
HOG0020880	29	386	11194	274	2.448	166	0.43	7	0.018	655	144	833	865	311	682	222	741	807	1247	339	317	539	425	850	500	489	645	3	306	0	0	0	1	0	0	273	0
HOG0020881	29	1020	29580	880	2.975	688	0.675	434	0.425	2061	625	1402	2236	486	2859	842	750	888	3274	403	944	1536	1803	2220	2242	1475	1964	269	421	0	0	0	0	0	0	880	0
HOG0020888	29	252	7308	25	0.342	42	0.167	20	0.079	648	22	471	224	202	1478	87	182	319	498	201	298	253	347	926	506	224	252	29	116	0	0	0	0	0	0	25	0
HOG0020890	28	430	12040	382	3.173	371	0.863	323	0.751	630	433	580	971	437	600	237	696	659	945	212	514	460	631	668	1312	534	668	221	250	0	0	0	0	0	0	382	0
HOG0020894	29	139	4031	22	0.546	45	0.324	8	0.058	290	175	170	232	146	260	86	239	175	461	0	194	264	226	203	387	150	206	30	115	0	0	0	0	0	0	22	0
HOG0020895	29	1062	30798	1099	3.568	145	0.137	80	0.075	3444	510	1388	1561	501	1464	617	1140	2126	1758	570	921	2149	1987	1601	2170	2289	2123	231	1149	0	0	0	0	0	0	1099	0
HOG0020897	29	558	16182	381	2.354	90	0.161	42	0.075	786	286	767	1110	664	752	338	861	1278	1620	349	797	839	899	1114	1272	990	641	169	269	0	0	0	0	0	0	381	0
HOG0020900	30	606	18180	498	2.739	205	0.338	128	0.211	819	269	1119	1826	649	776	315	640	1443	1636	434	931	862	1166	1270	1404	850	676	155	442	0	0	0	2	0	0	496	0
HOG0020901	29	446	12934	270	2.088	100	0.224	42	0.094	967	225	751	748	455	757	431	726	746	1193	494	591	820	419	874	615	565	757	309	221	0	0	0	0	0	0	270	0
HOG0020903	28	1170	32760	1615	4.93	959	0.82	762	0.651	2090	556	1418	2178	816	1436	787	1453	2333	2159	502	2203	1851	1962	1842	3444	1796	1575	265	479	0	0	0	8	0	0	1607	0
HOG0020905	29	920	26680	365	1.368	538	0.585	377	0.41	1212	548	1870	2386	713	1040	513	1573	2400	2401	730	1635	1070	1289	1143	1835	1375	1567	224	791	0	0	0	0	0	0	365	0
HOG0020907	29	545	15805	902	5.707	364	0.668	276	0.506	1099	354	690	1086	468	920	339	809	899	1571	445	410	631	640	861	1189	684	1143	81	584	0	0	0	1	0	0	901	0
HOG0020909	29	722	20938	128	0.611	461	0.639	328	0.454	1856	372	777	1341	786	1803	361	1329	1431	2272	470	633	1288	853	1044	1138	947	1399	213	497	0	0	0	0	0	0	128	0
HOG0020910	29	231	6699	165	2.463	161	0.697	116	0.502	369	69	127	530	217	376	184	534	627	943	127	210	182	255	464	347	283	408	199	83	0	0	0	0	0	0	165	0
HOG0020912	28	257	7196	37	0.514	164	0.638	123	0.479	489	242	208	363	256	577	234	272	371	402	151	192	1006	357	397	600	449	327	29	237	0	0	0	0	0	0	37	0
HOG0020914	29	1031	29899	114	0.381	218	0.211	84	0.081	2830	521	1451	2543	1175	1262	681	1785	1164	3367	884	1006	1298	1773	1034	1868	1719	2276	461	687	0	0	0	1	0	0	113	0
HOG0020915	28	755	21140	364	1.722	563	0.746	433	0.574	1314	337	1193	1272	584	713	433	1181	1558	2067	369	917	1357	1221	950	2292	1212	1058	238	510	0	0	0	0	0	0	364	0
HOG0020916	29	389	11281	419	3.714	227	0.584	159	0.409	655	303	647	443	414	407	204	1026	705	1139	336	522	483	332	523	946	755	557	165	300	0	0	0	0	0	0	419	0
HOG0020917	29	387	11223	1637	14.586	252	0.651	137	0.354	297	103	427	780	295	336	393	460	555	1461	403	240	428	450	669	614	596	551	180	348	0	0	0	4	0	0	1633	0
HOG0020918	28	206	5768	87	1.508	107	0.519	67	0.325	464	723	318	357	74	522	238	176	78	409	39	131	521	243	311	265	208	308	85	211	0	0	0	0	0	0	87	0
HOG0020920	29	579	16791	158	0.941	82	0.142	29	0.05	1064	61	757	547	549	1503	378	821	1028	797	364	1043	1626	1291	488	1635	753	1032	290	606	0	0	0	0	0	0	158	0
HOG0020922	27	574	15498	1674	10.801	506	0.882	417	0.726	895	162	755	1294	530	983	299	406	734	848	146	520	1754	701	566	1718	454	642	122	295	0	0	0	0	0	0	1674	0
HOG0020923	30	274	8220	51	0.62	178	0.65	134	0.489	468	173	273	454	333	320	374	577	342	1197	186	284	395	294	451	602	419	641	35	351	0	0	0	0	0	0	51	0
HOG0020925	29	687	19923	123	0.617	358	0.521	276	0.402	1571	120	802	1294	955	1598	697	261	372	2532	362	449	1489	1172	1565	1177	956	1107	478	843	0	0	0	0	0	0	123	0
HOG0020926	28	182	5096	167	3.277	65	0.357	33	0.181	368	86	223	352	160	348	76	191	279	530	89	192	529	511	195	232	176	308	29	55	0	0	0	0	0	0	167	0
HOG0020927	29	192	5568	0	0.0	25	0.13	20	0.104	995	0	116	145	29	191	58	174	1645	117	58	60	491	145	151	542	282	282	0	87	0	0	0	0	0	0	0	0
HOG0020928	29	170	4930	105	2.13	8	0.047	4	0.024	266	29	338	514	232	308	86	286	327	390	118	202	312	201	58	360	247	238	58	255	0	0	0	0	0	0	105	0
HOG0020929	29	618	17922	186	1.038	217	0.351	113	0.183	1629	247	935	2277	652	560	255	598	2254	1173	356	796	559	829	1196	1063	783	900	318	356	0	0	0	0	0	0	186	0
HOG0020931	29	737	21373	122	0.571	365	0.495	235	0.319	1568	291	822	992	1042	1522	465	769	533	2619	554	965	1080	1176	1207	1567	1042	1332	721	984	0	0	0	2	0	0	120	0
HOG0020932	30	614	18420	511	2.774	314	0.511	178	0.29	1084	366	1201	1620	927	1068	302	876	1247	1969	506	664	675	588	713	1269	623	1415	195	601	0	0	0	5	0	0	506	0
HOG0020936	26	395	10270	667	6.495	182	0.461	119	0.301	595	245	422	275	712	485	133	867	429	676	200	420	475	251	406	1094	583	712	234	389	0	0	0	0	0	0	667	0
